"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XLJU","SBITOP","SI0026109882","2020-09-21",840.73,846.64,830.65,831.10,-1.08,374482.05
"XLJU","SBITOP","SI0026109882","2020-09-18",837.83,844.58,837.23,840.16,0.11,568545.00
"XLJU","SBITOP","SI0026109882","2020-09-17",848.08,848.93,839.20,839.20,-1.02,1449348.81
"XLJU","SBITOP","SI0026109882","2020-09-16",847.22,848.19,844.81,847.84,0.07,1504719.10
"XLJU","SBITOP","SI0026109882","2020-09-15",844.24,847.22,843.64,847.22,0.35,500373.80
"XLJU","SBITOP","SI0026109882","2020-09-14",847.58,847.58,844.07,844.24,-0.37,285157.57
"XLJU","SBITOP","SI0026109882","2020-09-11",841.47,847.34,838.44,847.34,0.70,208832.70
"XLJU","SBITOP","SI0026109882","2020-09-10",848.19,849.38,840.90,841.47,-0.93,2396911.60
"XLJU","SBITOP","SI0026109882","2020-09-09",844.91,849.57,844.91,849.40,0.58,826647.80
"XLJU","SBITOP","SI0026109882","2020-09-08",852.03,852.03,844.02,844.46,-0.89,1260089.80
"XLJU","SBITOP","SI0026109882","2020-09-07",838.04,853.15,838.04,852.03,1.67,471668.98
"XLJU","SBITOP","SI0026109882","2020-09-04",854.59,854.59,837.87,838.04,-1.87,2575728.06
"XLJU","SBITOP","SI0026109882","2020-09-03",853.15,860.07,852.76,853.99,0.12,967852.60
"XLJU","SBITOP","SI0026109882","2020-09-02",850.01,855.04,844.80,852.98,0.35,954353.20
"XLJU","SBITOP","SI0026109882","2020-09-01",852.78,853.02,845.38,850.01,0.13,730725.60
"XLJU","SBITOP","SI0026109882","2020-08-31",841.29,851.20,835.22,848.89,0.90,2869677.30
"XLJU","SBITOP","SI0026109882","2020-08-28",854.80,856.17,841.29,841.29,-1.50,1406984.50
"XLJU","SBITOP","SI0026109882","2020-08-27",854.93,856.36,850.00,854.13,-0.04,1218362.90
"XLJU","SBITOP","SI0026109882","2020-08-26",850.46,855.65,849.25,854.48,0.33,735813.10
"XLJU","SBITOP","SI0026109882","2020-08-25",854.35,856.17,851.10,851.71,-0.36,1387174.60
"XLJU","SBITOP","SI0026109882","2020-08-24",855.71,856.32,851.84,854.80,-0.11,767752.70
"XLJU","SBITOP","SI0026109882","2020-08-21",863.01,866.17,855.71,855.71,-0.73,1126169.05
"XLJU","SBITOP","SI0026109882","2020-08-20",863.06,863.89,858.55,861.98,0.03,1106525.50
"XLJU","SBITOP","SI0026109882","2020-08-19",860.97,863.19,858.25,861.69,0.08,1295164.34
"XLJU","SBITOP","SI0026109882","2020-08-18",861.27,863.28,858.20,860.97,-0.18,1607098.80
"XLJU","SBITOP","SI0026109882","2020-08-17",858.01,869.09,858.01,862.52,0.31,2030833.82
"XLJU","SBITOP","SI0026109882","2020-08-14",858.01,861.52,857.37,859.83,0.16,834228.70
"XLJU","SBITOP","SI0026109882","2020-08-13",862.39,863.52,856.78,858.49,-0.35,1040086.40
"XLJU","SBITOP","SI0026109882","2020-08-12",860.41,866.89,858.85,861.54,0.00,938152.00
"XLJU","SBITOP","SI0026109882","2020-08-11",846.64,861.58,846.64,861.58,1.76,2188458.94
"XLJU","SBITOP","SI0026109882","2020-08-10",840.29,846.64,839.51,846.64,0.78,842695.60
"XLJU","SBITOP","SI0026109882","2020-08-07",840.15,841.46,836.23,840.05,0.09,681215.60
"XLJU","SBITOP","SI0026109882","2020-08-06",840.72,842.85,838.53,839.32,-0.38,613321.90
"XLJU","SBITOP","SI0026109882","2020-08-05",850.22,850.22,838.90,842.54,-0.90,1085465.10
"XLJU","SBITOP","SI0026109882","2020-08-04",845.97,850.22,844.59,850.22,0.72,833394.60
"XLJU","SBITOP","SI0026109882","2020-08-03",846.18,849.02,842.12,844.15,-0.02,790812.30
"XLJU","SBITOP","SI0026109882","2020-07-31",844.21,847.08,841.73,844.30,0.01,1211590.49
"XLJU","SBITOP","SI0026109882","2020-07-30",850.71,853.83,844.21,844.21,-0.71,842321.40
"XLJU","SBITOP","SI0026109882","2020-07-29",850.53,854.32,848.80,850.23,-0.25,868739.47
"XLJU","SBITOP","SI0026109882","2020-07-28",849.47,856.22,849.29,852.35,0.27,545353.01
"XLJU","SBITOP","SI0026109882","2020-07-27",852.85,856.41,848.96,850.08,-0.26,412587.30
"XLJU","SBITOP","SI0026109882","2020-07-24",852.64,855.79,848.88,852.29,-0.09,462383.80
"XLJU","SBITOP","SI0026109882","2020-07-23",855.41,855.41,847.40,853.03,-0.28,753416.85
"XLJU","SBITOP","SI0026109882","2020-07-22",858.32,858.32,847.50,855.41,-0.39,679008.99
"XLJU","SBITOP","SI0026109882","2020-07-21",868.57,868.57,854.05,858.76,-1.13,969110.96
"XLJU","SBITOP","SI0026109882","2020-07-20",871.29,871.31,868.22,868.57,-0.33,1121457.68
"XLJU","SBITOP","SI0026109882","2020-07-17",870.43,873.40,869.93,871.46,0.12,1176860.40
"XLJU","SBITOP","SI0026109882","2020-07-16",870.67,872.87,866.40,870.43,-0.03,701676.40
"XLJU","SBITOP","SI0026109882","2020-07-15",869.04,870.67,865.60,870.67,0.33,1252988.60
"XLJU","SBITOP","SI0026109882","2020-07-14",865.85,867.83,863.73,867.83,0.59,736362.60
"XLJU","SBITOP","SI0026109882","2020-07-13",861.44,864.51,858.95,862.73,0.19,552986.50
"XLJU","SBITOP","SI0026109882","2020-07-10",861.93,863.20,857.43,861.10,0.19,1351635.80
"XLJU","SBITOP","SI0026109882","2020-07-09",853.73,860.04,853.12,859.44,0.67,1103796.80
"XLJU","SBITOP","SI0026109882","2020-07-08",852.93,855.66,850.77,853.73,0.17,1595826.20
"XLJU","SBITOP","SI0026109882","2020-07-07",853.60,855.18,849.98,852.32,-0.15,878307.60
"XLJU","SBITOP","SI0026109882","2020-07-06",849.26,854.37,848.12,853.60,0.58,567936.50
"XLJU","SBITOP","SI0026109882","2020-07-03",850.46,851.92,844.00,848.66,-0.26,896736.20
"XLJU","SBITOP","SI0026109882","2020-07-02",848.98,854.26,848.76,850.85,0.08,835816.80
"XLJU","SBITOP","SI0026109882","2020-07-01",849.82,851.27,847.39,850.19,0.04,438015.00
"XLJU","SBITOP","SI0026109882","2020-06-30",850.91,852.35,848.10,849.82,0.23,572485.40
"XLJU","SBITOP","SI0026109882","2020-06-29",857.16,857.77,846.76,847.88,-1.08,727284.50
"XLJU","SBITOP","SI0026109882","2020-06-26",857.52,859.14,855.55,857.16,-0.15,928970.00
"XLJU","SBITOP","SI0026109882","2020-06-24",859.67,859.67,857.21,858.41,-0.15,1841989.00
"XLJU","SBITOP","SI0026109882","2020-06-23",856.32,861.64,853.35,859.67,0.10,877805.48
"XLJU","SBITOP","SI0026109882","2020-06-22",850.54,858.82,847.99,858.82,0.97,500914.95
"XLJU","SBITOP","SI0026109882","2020-06-19",854.10,855.55,850.32,850.54,-0.63,752704.60
"XLJU","SBITOP","SI0026109882","2020-06-18",857.18,857.84,852.37,855.89,-0.49,1751730.96
"XLJU","SBITOP","SI0026109882","2020-06-17",860.46,863.94,858.03,860.07,-0.24,2482772.90
"XLJU","SBITOP","SI0026109882","2020-06-16",857.30,862.78,838.80,862.10,0.31,2030353.00
"XLJU","SBITOP","SI0026109882","2020-06-15",863.59,866.35,857.63,859.47,-0.64,1858561.80
"XLJU","SBITOP","SI0026109882","2020-06-12",870.21,870.21,862.16,865.03,-0.60,4092478.34
"XLJU","SBITOP","SI0026109882","2020-06-11",871.76,871.76,865.36,870.21,-0.32,1723805.70
"XLJU","SBITOP","SI0026109882","2020-06-10",867.91,877.34,867.91,873.02,0.92,1961700.60
"XLJU","SBITOP","SI0026109882","2020-06-09",874.45,875.12,864.24,865.05,-1.06,2933906.70
"XLJU","SBITOP","SI0026109882","2020-06-08",873.10,877.25,871.15,874.29,0.14,2453742.99
"XLJU","SBITOP","SI0026109882","2020-06-05",873.19,883.39,870.00,873.10,-0.01,3652028.40
"XLJU","SBITOP","SI0026109882","2020-06-04",860.91,873.24,860.69,873.19,1.47,1719703.90
"XLJU","SBITOP","SI0026109882","2020-06-03",844.24,861.53,844.24,860.56,1.93,2187171.60
"XLJU","SBITOP","SI0026109882","2020-06-02",836.64,844.24,835.92,844.24,1.05,1720677.95
"XLJU","SBITOP","SI0026109882","2020-06-01",833.96,837.83,831.12,835.49,0.18,1149296.30
"XLJU","SBITOP","SI0026109882","2020-05-29",828.70,833.96,826.53,833.96,0.50,1205299.20
"XLJU","SBITOP","SI0026109882","2020-05-28",827.09,829.85,825.09,829.85,0.33,1685536.70
"XLJU","SBITOP","SI0026109882","2020-05-27",821.40,827.09,819.03,827.09,0.76,1783145.87
"XLJU","SBITOP","SI0026109882","2020-05-26",813.48,822.52,812.55,820.83,0.99,2311861.09
"XLJU","SBITOP","SI0026109882","2020-05-25",813.35,818.33,811.96,812.76,0.11,1304902.88
"XLJU","SBITOP","SI0026109882","2020-05-22",825.45,825.45,810.21,811.90,-1.76,2483148.40
"XLJU","SBITOP","SI0026109882","2020-05-21",813.35,826.79,813.35,826.48,2.07,1422120.40
"XLJU","SBITOP","SI0026109882","2020-05-20",816.79,818.64,809.74,809.74,-0.75,701245.60
"XLJU","SBITOP","SI0026109882","2020-05-19",818.62,824.64,815.43,815.84,-0.44,1318186.10
"XLJU","SBITOP","SI0026109882","2020-05-18",816.43,825.29,816.43,819.44,0.51,1427496.90
"XLJU","SBITOP","SI0026109882","2020-05-15",811.24,816.77,809.76,815.28,0.57,2636573.25
"XLJU","SBITOP","SI0026109882","2020-05-14",804.36,810.66,801.13,810.66,0.33,2066779.60
"XLJU","SBITOP","SI0026109882","2020-05-13",807.38,808.55,799.83,807.97,0.07,1391005.08
"XLJU","SBITOP","SI0026109882","2020-05-12",798.22,807.38,798.22,807.38,1.15,2118428.60
"XLJU","SBITOP","SI0026109882","2020-05-11",799.65,803.72,798.02,798.22,-0.36,885252.40
"XLJU","SBITOP","SI0026109882","2020-05-08",798.36,806.50,796.79,801.10,0.45,766559.50
"XLJU","SBITOP","SI0026109882","2020-05-07",800.00,800.00,794.52,797.54,-0.04,583745.30
"XLJU","SBITOP","SI0026109882","2020-05-06",797.12,798.95,796.16,797.83,0.14,788498.00
"XLJU","SBITOP","SI0026109882","2020-05-05",794.63,798.59,792.42,796.68,0.34,511721.70
"XLJU","SBITOP","SI0026109882","2020-05-04",802.42,803.29,791.10,794.00,-0.98,1054571.00
"XLJU","SBITOP","SI0026109882","2020-04-30",791.22,811.55,791.22,801.85,1.34,1520603.30
"XLJU","SBITOP","SI0026109882","2020-04-29",784.06,791.80,783.65,791.22,0.82,649704.40
"XLJU","SBITOP","SI0026109882","2020-04-28",776.94,786.65,774.63,784.78,1.46,1902134.20
"XLJU","SBITOP","SI0026109882","2020-04-24",777.41,781.01,772.34,773.49,-0.50,459456.30
"XLJU","SBITOP","SI0026109882","2020-04-23",778.74,784.09,776.05,777.37,0.03,2298888.00
"XLJU","SBITOP","SI0026109882","2020-04-22",777.51,782.74,774.39,777.17,-0.04,1085423.80
"XLJU","SBITOP","SI0026109882","2020-04-21",793.71,793.71,777.51,777.51,-2.04,1654948.28
"XLJU","SBITOP","SI0026109882","2020-04-20",805.17,815.17,792.94,793.71,-1.34,1581625.00
"XLJU","SBITOP","SI0026109882","2020-04-17",794.86,808.68,794.86,804.46,1.41,2123916.80
"XLJU","SBITOP","SI0026109882","2020-04-16",794.25,795.06,787.18,793.31,0.14,1559977.00
"XLJU","SBITOP","SI0026109882","2020-04-15",810.78,816.67,792.20,792.20,-2.12,1897105.80
"XLJU","SBITOP","SI0026109882","2020-04-14",802.21,813.78,802.21,809.33,1.04,596654.30
"XLJU","SBITOP","SI0026109882","2020-04-09",783.50,804.28,783.50,800.99,2.47,2296952.60
"XLJU","SBITOP","SI0026109882","2020-04-08",782.94,792.57,773.64,781.72,0.14,2012618.20
"XLJU","SBITOP","SI0026109882","2020-04-07",740.26,783.13,740.26,780.64,6.11,3070087.50
"XLJU","SBITOP","SI0026109882","2020-04-06",718.35,737.82,718.35,735.66,2.66,957855.60
"XLJU","SBITOP","SI0026109882","2020-04-03",714.55,716.62,709.59,716.62,0.29,1079857.00
"XLJU","SBITOP","SI0026109882","2020-04-02",727.22,728.17,713.13,714.55,-1.71,906976.10
"XLJU","SBITOP","SI0026109882","2020-04-01",732.79,736.33,726.38,727.00,-0.84,1589179.10
"XLJU","SBITOP","SI0026109882","2020-03-31",723.11,747.77,723.11,733.15,1.39,1580561.30
"XLJU","SBITOP","SI0026109882","2020-03-30",726.72,730.73,715.70,723.11,-0.51,803988.70
"XLJU","SBITOP","SI0026109882","2020-03-27",726.98,740.76,726.04,726.82,-0.02,1921337.30
"XLJU","SBITOP","SI0026109882","2020-03-26",726.79,733.59,720.68,726.98,0.24,2408869.65
"XLJU","SBITOP","SI0026109882","2020-03-25",714.94,749.94,714.94,725.21,2.68,2628776.70
"XLJU","SBITOP","SI0026109882","2020-03-24",686.94,723.46,686.94,706.27,3.03,2094493.50
"XLJU","SBITOP","SI0026109882","2020-03-23",713.88,713.88,666.42,685.52,-4.06,3767209.05
"XLJU","SBITOP","SI0026109882","2020-03-20",703.60,719.53,703.12,714.54,1.77,4098357.70
"XLJU","SBITOP","SI0026109882","2020-03-19",724.65,724.65,701.52,702.12,-3.11,1672058.80
"XLJU","SBITOP","SI0026109882","2020-03-18",740.95,744.45,724.42,724.65,-1.83,2242679.40
"XLJU","SBITOP","SI0026109882","2020-03-17",726.05,748.17,726.05,738.16,1.76,2260717.40
