"Date","Price","Open","High","Low","Vol.","Change %"
"05/03/2021","892.19","892.19","892.19","892.19","","1.02%"
"04/30/2021","883.16","883.16","883.16","883.16","","-0.05%"
"04/29/2021","883.59","883.59","883.59","883.59","","-0.15%"
"04/28/2021","884.95","884.95","884.95","884.95","","0.00%"
"04/27/2021","884.94","884.94","884.94","884.94","","-0.30%"
"04/26/2021","887.60","887.60","887.60","887.60","","0.48%"
"04/23/2021","883.38","883.38","883.38","883.38","","-0.17%"
"04/22/2021","884.85","884.85","884.85","884.85","","0.06%"
"04/21/2021","884.32","884.32","884.32","884.32","","0.25%"
"04/20/2021","882.09","882.09","882.09","882.09","","0.08%"
"04/19/2021","881.35","881.35","881.35","881.35","","0.48%"
"04/16/2021","877.13","877.13","877.13","877.13","","-0.01%"
"04/15/2021","877.26","877.26","877.26","877.26","","0.15%"
"04/14/2021","875.95","875.95","875.95","875.95","","-0.06%"
"04/13/2021","876.48","876.48","876.48","876.48","","0.31%"
"04/12/2021","873.80","873.80","873.80","873.80","","-0.26%"
"04/09/2021","876.10","876.10","876.10","876.10","","1.08%"
"04/08/2021","866.78","866.78","866.78","866.78","","1.05%"
"04/07/2021","857.81","857.81","857.81","857.81","","0.18%"
"04/06/2021","856.26","856.26","856.26","856.26","","0.54%"
"04/01/2021","851.66","851.66","851.66","851.66","","0.33%"
"03/31/2021","848.89","848.89","848.89","848.89","","0.09%"
"03/30/2021","848.14","848.14","848.14","848.14","","-0.09%"
"03/29/2021","848.89","848.89","848.89","848.89","","-0.20%"
"03/26/2021","850.61","850.61","850.61","850.61","","0.25%"
"03/25/2021","848.50","848.50","848.50","848.50","","-0.40%"
"03/24/2021","851.89","851.89","851.89","851.89","","-0.54%"
"03/23/2021","856.53","856.53","856.53","856.53","","0.16%"
"03/22/2021","855.20","855.20","855.20","855.20","","0.17%"
"03/19/2021","853.75","853.75","853.75","853.75","","-0.12%"
"03/18/2021","854.74","854.74","854.74","854.74","","-0.03%"
"03/17/2021","855.01","855.01","855.01","855.01","","-0.19%"
"03/16/2021","856.66","856.66","856.66","856.66","","-0.24%"
"03/15/2021","858.70","858.70","858.70","858.70","","0.19%"
"03/12/2021","857.10","857.10","857.10","857.10","","0.19%"
"03/10/2021","855.51","855.51","855.51","855.51","","0.17%"
"03/09/2021","854.04","854.04","854.04","854.04","","0.17%"
"03/08/2021","852.59","852.59","852.59","852.59","","-0.03%"
"03/05/2021","852.81","852.81","852.81","852.81","","-0.35%"
"03/04/2021","855.82","855.82","855.82","855.82","","-0.49%"
"03/03/2021","860.00","860.00","860.00","860.00","","0.71%"
"03/02/2021","853.92","853.92","853.92","853.92","","-0.09%"
"03/01/2021","854.66","854.66","854.66","854.66","","0.43%"
"02/26/2021","850.99","850.99","850.99","850.99","","0.30%"
"02/25/2021","848.48","848.48","848.48","848.48","","-0.19%"
"02/24/2021","850.11","850.11","850.11","850.11","","-0.21%"
"02/23/2021","851.87","851.87","851.87","851.87","","-0.11%"
"02/22/2021","852.82","852.82","852.82","852.82","","-0.50%"
"02/19/2021","857.11","857.11","857.11","857.11","","-0.13%"
"02/18/2021","858.22","858.22","858.22","858.22","","0.39%"
"02/17/2021","854.89","854.89","854.89","854.89","","-0.03%"
"02/15/2021","855.18","855.18","855.18","855.18","","-0.20%"
"02/12/2021","856.87","856.87","856.87","856.87","","0.37%"
"02/11/2021","853.75","853.75","853.75","853.75","","0.09%"
"02/10/2021","853.02","853.02","853.02","853.02","","-0.70%"
"02/09/2021","859.03","859.03","859.03","859.03","","-0.21%"
"02/08/2021","860.83","860.83","860.83","860.83","","0.42%"
"02/05/2021","857.25","857.25","857.25","857.25","","0.06%"
"02/04/2021","856.72","856.72","856.72","856.72","","0.03%"
"02/03/2021","856.49","856.49","856.49","856.49","","-0.54%"
"02/02/2021","861.17","861.17","861.17","861.17","","-0.05%"
"02/01/2021","861.61","861.61","861.61","861.61","","-0.10%"
"01/29/2021","862.43","862.43","862.43","862.43","","-0.56%"
"01/28/2021","867.32","867.32","867.32","867.32","","0.03%"
"01/27/2021","867.06","867.06","867.06","867.06","","0.05%"
"01/26/2021","866.59","866.59","866.59","866.59","","-0.25%"
"01/25/2021","868.75","868.75","868.75","868.75","","0.14%"
"01/22/2021","867.52","867.52","867.52","867.52","","-0.27%"
"01/21/2021","869.84","869.84","869.84","869.84","","0.45%"
"01/20/2021","865.96","865.96","865.96","865.96","","-0.44%"
"01/19/2021","869.81","869.81","869.81","869.81","","0.42%"
"01/18/2021","866.18","866.18","866.18","866.18","","-0.22%"
"01/15/2021","868.05","868.05","868.05","868.05","","0.03%"
"01/14/2021","867.75","867.75","867.75","867.75","","-0.08%"
